run_id	sample_id	DNA_kit	replicate	matrix_type	taxonomy_method	Method	Trimm	Paired	taxon	ngs_relative_abundance	expected_abundance
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.1622527764793114	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.2290655877754316	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.0018214349038508035	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.1191347378262061	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.11936846177404536	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.043593545995261045	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.00490820290462451	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.030512582875882228	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.290867612461681	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.13498966279318458	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.27240322235688313	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.0014495853235426915	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	5.940923457142178e-5	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.09172785817827524	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.12826453743969962	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.045174781968109125	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.004550747368170909	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.02739021734747369	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.3089741521835558	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.14553006169603613	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.23264042904955845	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.0015121577482963022	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.108915682083955	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.10411710149602807	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.06696842614621558	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.003951772248881004	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.03218108561448408	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.28705320859776234	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.16201213923809854	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.22257863701603	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.002196129969392519	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	3.458472392744125e-5	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.11655916581645887	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.12460011412958896	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.047242732884884744	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.00554220200937246	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.03312334252261507	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.30121277554742615	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.14756658735233383	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.21530172639699793	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.002012557520361422	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	1.46748985859687e-4	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.10248320248215427	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.13757717424345656	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.05504135176780118	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.00553453318099391	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.03297284640134597	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.3006148802761324	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.14746719626735585	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.20762833132420408	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.002254850095831129	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.11380054983652337	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.13143174308584907	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.058452652484237734	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.005376950228520385	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.03238239845825912	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.30530168092582316	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.15671445674073642	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.2216836511227261	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.002423569947732648	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	1.9466425282993158e-5	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.11089049162457053	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.12421525973077933	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.03956550938768359	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.006803515636406109	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.02768403435124976	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.30543894787865483	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.15115098636376106	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.23093807446429063	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.00158220612578996	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	6.401990104352439e-5	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.10047466183773698	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.1234029321114678	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.05503882349713282	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.00422531346887261	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.029490456204535546	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.30196517561780367	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.14774291160556302	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.22197338165779104	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.0021797293716395837	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.11487601186456615	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.11311513245061416	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.06331472727738979	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.00534247395009702	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.0338929327461879	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.2804260955205633	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.1465976883978401	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.2506877073027157	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.002173494685126278	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.11170857058763599	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.1258023251865017	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.042269943511778756	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.0064412420616502715	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Aspergillus_fumigatus	0.025017676058384262	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Candida_albicans	0.31685182136042694	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cryptococcus_neoformans	0.14824643815316668	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Cutaneotrichosporon_dermatis	0.23700446502077543	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Fusarium_keratoplasticum	0.0020920704717812626	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Malassezia_globosa	3.874204577372708e-5	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Nakaseomyces_glabratus	0.09455964822222437	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Penicillium_chrysogenum	0.11641016203860645	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Saccharomyces_cerevisiae	0.056263135974895156	0.1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	CustomDB BLAST	Cutadapt_PE	Cutadapt	PE	Trichophyton_interdigitale	0.003515840653965733	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.035453495215467444	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.2874425093183948	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.13961244196438302	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.22661682324476318	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.0018309828454345315	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.10929223794058025	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Penicillium_chrysogenum	0.13439196111341195	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Saccharomyces_cerevisiae	0.06070580029208536	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Trichophyton_interdigitale	0.0046537480654794345	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Aspergillus_fumigatus	0.0321093249380102	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Candida_albicans	0.2880714902627253	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cryptococcus_neoformans	0.16123617418438135	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Cutaneotrichosporon_dermatis	0.21982002061683337	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Fusarium_keratoplasticum	0.001643774552141086	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Malassezia_globosa	0	0.1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	CustomDB BLAST	ITSx_PE	ITSxpress	PE	Nakaseomyces_glabratus	0.11786420750564176	0.1
