DNA_kit	taxon	n	mean_abundance	sd_abundance	se_abundance	expected_abundance	bias	relative_deviation_pct	measurement
Zymo	Trichophyton_interdigitale	4	0.004202216625402073	8.343504074128078e-4	4.171752037064039e-4	0.1	-0.09579778337459793	-95.79778337459793	NGS ITSx_SE
Zymo	Penicillium_chrysogenum	4	0.13681375254915307	0.008556821424345712	0.004278410712172856	0.1	0.03681375254915306	36.81375254915306	NGS ITSx_SE
Zymo	Fusarium_keratoplasticum	4	0.0017574225553117365	2.461417271096789e-4	1.2307086355483945e-4	0.1	-0.09824257744468827	-98.24257744468827	NGS ITSx_SE
Zymo	Candida_albicans	4	0.30068875676389956	0.010036823274844092	0.005018411637422046	0.1	0.20068875676389955	200.68875676389953	NGS ITSx_SE
Zymo	Nakaseomyces_glabratus	4	0.09848612671812956	0.005198305750829287	0.0025991528754146435	0.1	-0.0015138732818704426	-1.5138732818704426	NGS ITSx_SE
Zymo	Malassezia_globosa	4	6.38423840713818e-5	3.866144497327792e-5	1.933072248663896e-5	0.1	-0.09993615761592863	-99.93615761592862	NGS ITSx_SE
Zymo	Saccharomyces_cerevisiae	4	0.05251321664618106	0.0051812520512818545	0.0025906260256409273	0.1	-0.047486783353818944	-47.48678335381894	NGS ITSx_SE
Zymo	Cutaneotrichosporon_dermatis	4	0.22896484808174045	0.022042114821771885	0.011021057410885942	0.1	0.12896484808174044	128.96484808174043	NGS ITSx_SE
DNeasy	Aspergillus_fumigatus	4	0.030805813782486376	0.0028674139249556868	0.0014337069624778434	0.1	-0.06919418621751364	-69.19418621751363	NGS Cutadapt_PE
DNeasy	Cryptococcus_neoformans	4	0.14501602201547967	0.003920393745267226	0.001960196872633613	0.1	0.04501602201547966	45.01602201547966	NGS Cutadapt_PE
DNeasy	Trichophyton_interdigitale	4	0.004908771036089563	6.648745498366647e-4	3.3243727491833234e-4	0.1	-0.09509122896391044	-95.09122896391044	NGS Cutadapt_PE
DNeasy	Penicillium_chrysogenum	4	0.11855637920761528	0.01228748926071416	0.00614374463035708	0.1	0.01855637920761527	18.55637920761527	NGS Cutadapt_PE
DNeasy	Fusarium_keratoplasticum	4	0.0020016876545659625	3.360711713759158e-4	1.680355856879579e-4	0.1	-0.09799831234543405	-97.99831234543404	NGS Cutadapt_PE
DNeasy	Candida_albicans	4	0.3002775470803047	0.008032119262035535	0.004016059631017767	0.1	0.20027754708030468	200.27754708030466	NGS Cutadapt_PE
