feature_id	taxonomy_method	Genus	Species	taxon_string	run_id	preprocess_method	read_strategy	Paired	Trimm
61645f9cde6903edbbd03f5235efd2d1	CustomDB BLAST	Cryptococcus	Cryptococcus_neoformans	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__Cryptococcus_neoformans	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
621f2a9745265d827cc94a1d025b8a38	CustomDB BLAST	Saccharomyces	Saccharomyces_cerevisiae	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces_cerevisiae	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
628fa4d9864efdb099121fdc264211a5	CustomDB BLAST	Penicillium	Penicillium_chrysogenum	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_chrysogenum	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
638e7ccf3419acc06aafd317364cba75	CustomDB BLAST	Saccharomyces	Saccharomyces_cerevisiae	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces_cerevisiae	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
641f531733565284c1dd59890b5a5e83	CustomDB BLAST	Cryptococcus	Cryptococcus_neoformans	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__Cryptococcus_neoformans	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
644c895ef79df8c731420be73cf8b6c0	CustomDB BLAST	Trichophyton	Trichophyton_interdigitale	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Arthrodermataceae; g__Trichophyton; s__Trichophyton_interdigitale	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
6579df31fdeb07e99320f5c35e866053	CustomDB BLAST	Fusarium	Fusarium_keratoplasticum	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_keratoplasticum	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
661bf01ab3c55eee56f097097463b355	CustomDB BLAST	Penicillium	Penicillium_chrysogenum	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_chrysogenum	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
66b54e2a443f697f121c66c80dc95df9	CustomDB BLAST	Nakaseomyces	Nakaseomyces_glabratus	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Nakaseomyces; s__Nakaseomyces_glabratus	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
6734e9cf02163049e17ba80c6b32c086	CustomDB BLAST	Saccharomyces	Saccharomyces_cerevisiae	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces_cerevisiae	fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	SE	Cutadapt
