Method	DNA_kit	taxon	NGS_mean	NGS_sd	NGS_bias	NGS_relative_deviation_pct	qPCR_mean	qPCR_sd	qPCR_bias	qPCR_relative_deviation_pct	mean_difference_NGS_minus_qPCR	absolute_mean_difference
Cutadapt_SE	QIAamp	Fusarium_keratoplasticum	0.002027589235057023	2.485847613975333e-4	-0.09797241076494298	-97.97241076494298	0.0015760705582331326	3.6504767363597704e-4	-0.09842392944176687	-98.42392944176687	4.515186768238905e-4	4.515186768238905e-4
Cutadapt_SE	QIAamp	Candida_albicans	0.2903409695635403	0.009617541880213045	0.19034096956354027	190.34096956354026	0.4848567294285593	0.09623880294999251	0.3848567294285593	384.8567294285593	-0.194515759865019	0.194515759865019
Cutadapt_SE	QIAamp	Nakaseomyces_glabratus	0.11158973657392471	0.003627284242568106	0.011589736573924703	11.589736573924704	0.09911148672916134	0.03477870137031977	-8.885132708386645e-4	-0.8885132708386645	0.012478249844763367	0.012478249844763367
Cutadapt_SE	QIAamp	Malassezia_globosa	1.2572800994933217e-5	1.5612581753200475e-5	-0.09998742719900507	-99.98742719900507	0.00538716798162973	0.002142118450704732	-0.09461283201837027	-94.61283201837027	-0.005374595180634796	0.005374595180634796
Cutadapt_SE	QIAamp	Saccharomyces_cerevisiae	0.04268562719083243	0.003031405141071532	-0.057314372809167576	-57.314372809167565	0.028303129539003748	0.011499280332202842	-0.07169687046099626	-71.69687046099627	0.014382497651828682	0.014382497651828682
Cutadapt_SE	QIAamp	Cutaneotrichosporon_dermatis	0.22520597120462593	0.012996403434292295	0.12520597120462593	125.20597120462591	0.06757363575884463	0.03501722083393325	-0.03242636424115537	-32.42636424115537	0.1576323354457813	0.1576323354457813
Cutadapt_SE	Zymo	Aspergillus_fumigatus	0.03013188021782711	0.0034444518811212986	-0.06986811978217289	-69.86811978217288	0.1395183832739813	0.005603149441530646	0.0395183832739813	39.5183832739813	-0.10938650305615419	0.10938650305615419
Cutadapt_SE	Zymo	Cryptococcus_neoformans	0.14893775224797762	0.006729505331905786	0.04893775224797761	48.93775224797761	0.2565487117310369	0.01621195896936413	0.15654871173103688	156.54871173103686	-0.10761095948305927	0.10761095948305927
Cutadapt_SE	Zymo	Trichophyton_interdigitale	0.004271251779780082	7.457466131911021e-4	-0.09572874822021993	-95.72874822021993	0.012875284239772525	0.0021352565282213554	-0.08712471576022748	-87.12471576022747	-0.008604032459992444	0.008604032459992444
Cutadapt_SE	Zymo	Penicillium_chrysogenum	0.13311685605954346	0.009045851317743658	0.033116856059543454	33.11685605954345	0.13534603605129017	0.030655390523029027	0.035346036051290164	35.34603605129016	-0.0022291799917467103	0.0022291799917467103
Cutadapt_SE	Zymo	Fusarium_keratoplasticum	0.001714662261787772	2.580720091974327e-4	-0.09828533773821223	-98.28533773821222	0.009345645594837419	0.00396033540511165	-0.09065435440516259	-90.65435440516258	-0.007630983333049646	0.007630983333049646
Cutadapt_SE	Zymo	Candida_albicans	0.30165524470017047	0.010263604056583895	0.20165524470017046	201.65524470017044	0.16714457848631792	0.030171873548877803	0.06714457848631791	67.14457848631791	0.13451066621385255	0.13451066621385255
Cutadapt_SE	Zymo	Nakaseomyces_glabratus	0.09568947822931437	0.004923062392315348	-0.004310521770685638	-4.310521770685638	0.11653670306763492	0.02730963167952455	0.01653670306763491	16.53670306763491	-0.02084722483832055	0.02084722483832055
Cutadapt_SE	Zymo	Malassezia_globosa	7.213846849155411e-5	4.4656905820376315e-5	-0.09992786153150846	-99.92786153150846	0.009345645594837419	0.00396033540511165	-0.09065435440516259	-90.65435440516258	-0.009273507126345865	0.009273507126345865
Cutadapt_SE	Zymo	Saccharomyces_cerevisiae	0.05242283967113955	0.005021953217116546	-0.04757716032886045	-47.57716032886045	0.04495706576028813	0.006944080621693184	-0.05504293423971188	-55.04293423971187	0.007465773910851424	0.007465773910851424
Cutadapt_SE	Zymo	Cutaneotrichosporon_dermatis	0.231987896363968	0.022880406166755168	0.131987896363968	131.98789636396796	0.10838194620000324	0.02495903601579078	0.008381946200003237	8.381946200003238	0.12360595016396475	0.12360595016396475
