DNA_kit	taxonomic_rank	taxon	Trimm	Paired	n_sample_detected	n_asv	n_sequence	total_reads	mean_relative_abundance	max_relative_abundance	median_sequence_length	mean_sequence_length	median_blast_pident	median_blast_qcovus	median_blast_alignment_length	pct_qiime_species_resolved_asv	pct_qiime_genus_resolved_asv	pct_blast_cutoff_pass_asv	pct_blast_ambiguous_asv
QIAamp	Species	Ophiognomonia_pseudoischnostyla	ITSxpress	PE	1	1	1	2355	3.302065368274934	3.302065368274934	159	159	99.363	99	157	0	100	100	100
QIAamp	Species	Ophiognomonia_pseudoischnostyla	ITSxpress	SE	1	1	1	2355	3.2967955986728823	3.2967955986728823	159	159	99.363	99	157	0	100	100	100
QIAamp	Species	Paragibellulopsis_chrysanthemi	Cutadapt	PE	1	2	2	1510	0.5333427521898841	1.0624470189319017	282	282	NA	NA	NA	100	100	0	NA
QIAamp	Species	Paragibellulopsis_chrysanthemi	Cutadapt	SE	1	1	1	1516	1.0671547233563283	1.0671547233563283	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Paragibellulopsis_chrysanthemi	ITSxpress	PE	1	1	1	1509	2.1158457073150214	2.1158457073150214	169	169	NA	NA	NA	100	100	0	NA
QIAamp	Species	Paragibellulopsis_chrysanthemi	ITSxpress	SE	1	1	1	1510	2.1138689401257125	2.1138689401257125	169	169	NA	NA	NA	100	100	0	NA
QIAamp	Species	Penicillium_brevicompactum	Cutadapt	PE	1	1	1	953	0.6732127719694829	0.6732127719694829	281	281	100	100	281	100	100	100	100
QIAamp	Species	Penicillium_citrinum	Cutadapt	SE	1	1	1	911	0.6412783330986908	0.6412783330986908	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Penicillium_citrinum	ITSxpress	PE	1	1	1	901	1.2633379604313015	1.2633379604313015	171	171	NA	NA	NA	100	100	0	NA
QIAamp	Species	Penicillium_citrinum	ITSxpress	SE	1	1	1	902	1.2627217112539022	1.2627217112539022	171	171	NA	NA	NA	100	100	0	NA
QIAamp	Species	Penicillium_g	Cutadapt	PE	1	1	1	908	0.6414241311104832	0.6414241311104832	281	281	NA	NA	NA	0	100	0	NA
QIAamp	Species	Penicillium_patris-mei	Cutadapt	SE	1	1	1	960	0.6757708010699705	0.6757708010699705	228	228	100	100	228	100	100	100	100
QIAamp	Species	Penicillium_patris-mei	ITSxpress	PE	1	1	1	954	1.3376519581037312	1.3376519581037312	160	160	100	100	160	100	100	100	100
QIAamp	Species	Penicillium_patris-mei	ITSxpress	SE	1	1	1	955	1.3369171111391094	1.3369171111391094	160	160	100	100	160	100	100	100	100
QIAamp	Species	Penicillium_sumatraense	Cutadapt	PE	1	1	1	299	0.21121785815202032	0.21121785815202032	281	281	99.644	100	281	100	100	100	0
QIAamp	Species	Penicillium_sumatraense	Cutadapt	SE	1	1	1	300	0.2111783753343658	0.2111783753343658	228	228	99.561	100	228	100	100	100	0
QIAamp	Species	Penicillium_sumatraense	ITSxpress	PE	1	1	1	300	0.42064526984394063	0.42064526984394063	170	170	100	100	170	100	100	100	100
QIAamp	Species	Penicillium_sumatraense	ITSxpress	SE	1	1	1	300	0.41997396161437994	0.41997396161437994	170	170	100	100	170	100	100	100	100
QIAamp	Species	Peniophoraceae_f	Cutadapt	PE	1	3	3	3952	0.9305830272204955	1.4580389940661205	286	286.3333333333333	NA	NA	NA	0	0	0	NA
QIAamp	Species	Peniophoraceae_f	Cutadapt	SE	1	3	3	3967	0.9308273499460322	1.4599465014782487	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Species	Peniophoraceae_f	ITSxpress	PE	1	3	3	3940	1.8414915146501398	2.881420098430993	191	191.33333333333334	NA	NA	NA	0	0	0	NA
QIAamp	Species	Peniophoraceae_f	ITSxpress	SE	1	3	3	3950	1.8432190537520006	2.8824212898800274	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Species	Plagiostoma_g	Cutadapt	PE	1	1	1	65	0.045916925685221814	0.045916925685221814	272	272	NA	NA	NA	0	100	0	NA
QIAamp	Species	Polyporales_o	Cutadapt	PE	1	1	1	1688	1.192427239333145	1.192427239333145	304	304	NA	NA	NA	0	0	0	NA
QIAamp	Species	Polyporales_o	Cutadapt	SE	1	1	1	1694	1.1924538927213852	1.1924538927213852	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Species	Polyporales_o	ITSxpress	PE	1	1	1	1685	2.362624265623466	2.362624265623466	209	209	NA	NA	NA	0	0	0	NA
QIAamp	Species	Polyporales_o	ITSxpress	SE	1	1	1	1687	2.3616535774781964	2.3616535774781964	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Species	Rhizoplaca_novomexicana	Cutadapt	PE	1	1	1	5	0.0035320712065555243	0.0035320712065555243	517	517	NA	NA	NA	100	100	0	NA
QIAamp	Species	Rhizoplaca_novomexicana	Cutadapt	SE	1	1	1	5	0.003519639588906096	0.003519639588906096	297	297	NA	NA	NA	100	100	0	NA
QIAamp	Species	Rhodotorula_mucilaginosa	Cutadapt	PE	1	1	1	280	0.19779598756710934	0.19779598756710934	311	311	100	100	311	100	100	100	0
QIAamp	Species	Rhodotorula_mucilaginosa	Cutadapt	SE	1	1	1	280	0.19709981697874135	0.19709981697874135	225	225	100	100	225	100	100	100	100
QIAamp	Species	Rhodotorula_mucilaginosa	ITSxpress	PE	1	1	1	277	0.38839579915590516	0.38839579915590516	218	218	100	100	218	100	100	100	0
QIAamp	Species	Rhodotorula_mucilaginosa	ITSxpress	SE	1	1	1	277	0.38777595789061076	0.38777595789061076	171	171	100	100	171	100	100	100	100
QIAamp	Species	Schizophyllum_commune	Cutadapt	PE	1	1	1	1352	0.9550720542526138	0.9550720542526138	334	334	NA	NA	NA	100	100	0	NA
QIAamp	Species	Schizophyllum_commune	Cutadapt	SE	1	1	1	1355	0.953822328593552	0.953822328593552	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Schizophyllum_commune	ITSxpress	PE	1	1	1	1349	1.891501563398253	1.891501563398253	239	239	NA	NA	NA	100	100	0	NA
QIAamp	Species	Schizophyllum_commune	ITSxpress	SE	1	1	1	1350	1.8898828272647095	1.8898828272647095	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Sporobolomyces_phaffii	Cutadapt	SE	1	1	1	1802	1.268478107841757	1.268478107841757	228	228	100	100	228	0	100	100	0
QIAamp	Species	Sporobolomyces_phaffii	ITSxpress	PE	1	1	1	1794	2.515458713666765	2.515458713666765	199	199	100	100	199	0	100	100	0
QIAamp	Species	Sporobolomyces_phaffii	ITSxpress	SE	1	1	1	1796	2.5142441168647545	2.5142441168647545	173	173	100	100	173	0	100	100	0
QIAamp	Species	Sporobolomyces_ruberrimus	Cutadapt	PE	1	1	1	1800	1.2715456343599887	1.2715456343599887	299	299	99.666	100	299	0	100	100	0
QIAamp	Species	Steccherinum_tenuissimum	Cutadapt	PE	1	1	1	1252	0.8844306301215031	0.8844306301215031	295	295	NA	NA	NA	100	100	0	NA
QIAamp	Species	Steccherinum_tenuissimum	Cutadapt	SE	1	1	1	1260	0.8869491764043361	0.8869491764043361	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Steccherinum_tenuissimum	ITSxpress	PE	1	1	1	1252	1.755492926148712	1.755492926148712	200	200	NA	NA	NA	100	100	0	NA
QIAamp	Species	Steccherinum_tenuissimum	ITSxpress	SE	1	1	1	1257	1.759690899164252	1.759690899164252	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Stereaceae_f	Cutadapt	PE	1	1	1	1097	0.774936422718282	0.774936422718282	300	300	NA	NA	NA	0	0	0	NA
QIAamp	Species	Stereaceae_f	Cutadapt	SE	1	1	1	1102	0.7757285653949035	0.7757285653949035	228	228	NA	NA	NA	0	0	0	NA
QIAamp	Species	Stereaceae_f	ITSxpress	PE	1	1	1	1093	1.5325509331314235	1.5325509331314235	205	205	NA	NA	NA	0	0	0	NA
QIAamp	Species	Stereaceae_f	ITSxpress	SE	1	1	1	1094	1.5315050466871054	1.5315050466871054	173	173	NA	NA	NA	0	0	0	NA
QIAamp	Species	Talaromyces_adpressus	Cutadapt	SE	1	1	1	854	0.6011544417851612	0.6011544417851612	228	228	99.123	100	228	0	100	100	0
QIAamp	Species	Talaromyces_g	ITSxpress	PE	1	1	1	844	1.1834153591609529	1.1834153591609529	157	157	NA	NA	NA	0	100	0	NA
QIAamp	Species	Talaromyces_g	ITSxpress	SE	1	1	1	848	1.187126398163314	1.187126398163314	157	157	NA	NA	NA	0	100	0	NA
QIAamp	Species	Talaromyces_purgamentorum	Cutadapt	PE	1	2	2	841	0.2970471884713196	0.5813789205990393	275.5	275.5	99.281	100	278	100	100	50	0
QIAamp	Species	Trametes_pubescens	Cutadapt	PE	1	1	1	1969	1.3909296411415655	1.3909296411415655	285	285	99.301	100	286	100	100	100	0
QIAamp	Species	Trametes_pubescens	Cutadapt	SE	1	1	1	1975	1.3902576376179079	1.3902576376179079	228	228	99.127	100	229	100	100	100	0
QIAamp	Species	Trametes_pubescens	ITSxpress	PE	1	1	1	1965	2.7552265174778108	2.7552265174778108	190	190	NA	NA	NA	100	100	0	NA
QIAamp	Species	Trametes_pubescens	ITSxpress	SE	1	1	1	1968	2.755029188190332	2.755029188190332	173	173	NA	NA	NA	100	100	0	NA
QIAamp	Species	Trechispora_g	Cutadapt	PE	1	1	1	198	0.13987001977959876	0.13987001977959876	294	294	NA	NA	NA	0	100	0	NA
QIAamp	Species	Trechispora_g	Cutadapt	SE	1	2	2	231	0.08130367450373083	0.1393777277206814	228	228	NA	NA	NA	0	100	0	NA
QIAamp	Species	Trechispora_g	ITSxpress	PE	1	2	2	230	0.1612473534401772	0.276223727197521	199	199	NA	NA	NA	0	100	0	NA
QIAamp	Species	Trechispora_g	ITSxpress	SE	1	2	2	230	0.16099001861884563	0.2757829014601095	173	173	NA	NA	NA	0	100	0	NA
QIAamp	Species	Xeromyces_bisporus	Cutadapt	PE	1	1	1	527	0.37228030517095223	0.37228030517095223	281	281	100	100	281	100	100	100	0
QIAamp	Species	Xeromyces_bisporus	Cutadapt	SE	1	1	1	527	0.3709700126707025	0.3709700126707025	228	228	100	100	228	100	100	100	0
QIAamp	Species	Xeromyces_bisporus	ITSxpress	PE	1	1	1	526	0.7375313731263758	0.7375313731263758	174	174	100	100	174	100	100	100	0
QIAamp	Species	Xeromyces_bisporus	ITSxpress	SE	1	1	1	526	0.7363543460305462	0.7363543460305462	173	173	100	100	173	100	100	100	0
QIAamp	Species	Xylodon_flaviporus	Cutadapt	PE	1	1	1	1248	0.8816049731562587	0.8816049731562587	281	281	NA	NA	NA	100	100	0	NA
QIAamp	Species	Xylodon_flaviporus	Cutadapt	SE	1	1	1	1251	0.8806138251443052	0.8806138251443052	228	228	NA	NA	NA	100	100	0	NA
QIAamp	Species	Xylodon_flaviporus	ITSxpress	PE	1	1	1	1248	1.7498843225507927	1.7498843225507927	183	183	NA	NA	NA	100	100	0	NA
QIAamp	Species	Xylodon_flaviporus	ITSxpress	SE	1	1	1	1250	1.7498915067265828	1.7498915067265828	173	173	NA	NA	NA	100	100	0	NA
Zymo	Genus	Ascomycota_p	Cutadapt	PE	1	38	38	59231	1.5122834251632769	21.897739400407488	393.5	384.57894736842104	NA	NA	NA	0	0	0	NA
Zymo	Genus	Ascomycota_p	Cutadapt	SE	1	22	22	49002	2.110225044162193	21.430398575096397	301	299.72727272727275	NA	NA	NA	0	0	0	NA
Zymo	Genus	Ascomycota_p	ITSxpress	SE	1	4	4	5706	3.476554883992981	8.239910313901346	170	170.75	NA	NA	NA	0	0	0	NA
Zymo	Genus	Boeremia	Cutadapt	SE	1	1	1	138	0.1307424846756544	0.1307424846756544	261	261	99.6	100	250	0	0	100	0
Zymo	Genus	Cladosporium	Cutadapt	PE	1	1	1	1403	1.361210827592898	1.361210827592898	281	281	99.644	100	281	0	0	100	100
Zymo	Genus	Cladosporium	Cutadapt	SE	1	1	1	1436	1.3604797680742011	1.3604797680742011	228	228	99.561	100	228	0	0	100	100
Zymo	Genus	Cladosporium	ITSxpress	PE	1	1	1	1426	3.6439833388700076	3.6439833388700076	148	148	99.324	100	148	0	0	100	100
Zymo	Genus	Cladosporium	ITSxpress	SE	1	1	1	1427	3.477773445116007	3.477773445116007	148	148	99.324	100	148	0	0	100	100
Zymo	Genus	Cutaneotrichosporon	Cutadapt	PE	1	3	3	11038	3.569742246369781	10.476375278936645	280	280	99.643	100	280	100	100	100	0
Zymo	Genus	Cutaneotrichosporon	Cutadapt	SE	1	1	1	11100	10.516243332606987	10.516243332606987	228	228	100	100	228	100	100	100	0
Zymo	Genus	Cutaneotrichosporon	ITSxpress	PE	1	1	1	11035	28.198706973653948	28.198706973653948	165	165	100	100	165	100	100	100	0
Zymo	Genus	Cutaneotrichosporon	ITSxpress	SE	1	1	1	11042	26.91070384090466	26.91070384090466	165	165	100	100	165	100	100	100	0
Zymo	Genus	Debaryomyces	Cutadapt	PE	1	2	2	4149	2.01270980886776	3.9419811778403027	352	352	99.858	100	352	100	100	100	0
Zymo	Genus	Debaryomyces	Cutadapt	SE	1	2	2	4170	1.9753484097734746	3.8673248003334884	228	228	99.7805	100	228	100	100	100	0
Zymo	Genus	Debaryomyces	ITSxpress	PE	1	2	2	4141	5.290930927861396	10.359543096619221	257	257	99.8055	100	257	100	100	100	0
Zymo	Genus	Debaryomyces	ITSxpress	SE	1	2	2	4146	5.05215441606551	9.892279196724507	173	173	99.711	100	173	100	100	100	0
Zymo	Genus	Didymellaceae_f	Cutadapt	PE	1	1	1	137	0.1329193751819152	0.1329193751819152	280	280	NA	NA	NA	0	0	0	NA
Zymo	Genus	Epicoccum	ITSxpress	PE	1	1	1	137	0.3500881608872307	0.3500881608872307	154	154	100	100	154	100	100	100	100
Zymo	Genus	Epicoccum	ITSxpress	SE	1	1	1	137	0.33388574770910506	0.33388574770910506	154	154	100	100	154	100	100	100	100
Zymo	Genus	Fungi_k	Cutadapt	PE	1	18	18	7779	0.41929433071375444	4.200058212865043	244.5	244	NA	NA	NA	0	0	0	NA
Zymo	Genus	Fungi_k	Cutadapt	SE	1	41	41	20801	0.48066002540443403	10.706672603765005	301	260.5365853658537	NA	NA	NA	0	0	0	NA
Zymo	Genus	Kazachstania	Cutadapt	PE	1	2	2	5209	2.526923450082468	4.81808479674008	336	336	NA	NA	NA	100	100	0	NA
Zymo	Genus	Kazachstania	Cutadapt	SE	1	2	2	5223	2.4741594110903735	4.714308722797511	228	228	99.7805	100	228	100	100	100	0
Zymo	Genus	Kazachstania	ITSxpress	PE	1	2	2	5194	6.636342728643344	12.63894922443973	241	241	99.79249999999999	100	241	100	100	100	0
Zymo	Genus	Kazachstania	ITSxpress	SE	1	2	2	5198	6.334080717488789	12.058880873464613	173	173	99.711	100	173	100	100	100	0
Zymo	Genus	Lecanorales_o	Cutadapt	PE	1	2	2	439	0.2129620646162802	0.24546424759871932	368	368	NA	NA	NA	0	0	0	NA
Zymo	Genus	Lecanorales_o	Cutadapt	SE	1	1	1	2	0.0018948186184877453	0.0018948186184877453	301	301	NA	NA	NA	0	0	0	NA
Zymo	Genus	Lecanoromycetes_c	Cutadapt	PE	1	1	1	64	0.06209372271271951	0.06209372271271951	398	398	NA	NA	NA	0	0	0	NA
Zymo	Genus	Lecanoromycetes_c	Cutadapt	SE	1	1	1	7	0.006631865164707109	0.006631865164707109	301	301	NA	NA	NA	0	0	0	NA
Zymo	Genus	Mucor	Cutadapt	PE	1	2	2	2561	1.2423595614630836	1.9879693412244108	281	281	99.46600000000001	100	281	100	100	100	0
Zymo	Genus	Mucor	Cutadapt	SE	1	2	2	2568	1.2164735530691324	1.9431364932591826	229	229	99.5635	100	229	100	100	100	0
Zymo	Genus	Mucor	ITSxpress	PE	1	2	2	2550	3.2581197454833513	5.207880816702016	184	184	99.457	100	184	100	100	50	0
Zymo	Genus	Mucor	ITSxpress	SE	1	2	2	2554	3.1122051082082276	4.9668551374536944	174	174	100	100	174	100	100	50	0
Zymo	Genus	Nigrospora	Cutadapt	PE	1	2	2	4153	2.0146502377025324	3.926457747162123	274.5	274.5	NA	NA	NA	0	100	0	NA
Zymo	Genus	Nigrospora	Cutadapt	SE	1	1	1	4164	3.945012363691486	3.945012363691486	228	228	NA	NA	NA	0	100	0	NA
Zymo	Genus	Nigrospora	ITSxpress	PE	1	1	1	4152	10.609971124115198	10.609971124115198	153	153	NA	NA	NA	0	100	0	NA
Zymo	Genus	Nigrospora	ITSxpress	SE	1	1	1	4152	10.118931565607332	10.118931565607332	153	153	NA	NA	NA	0	100	0	NA
Zymo	Genus	Penicillium	Cutadapt	PE	1	2	2	1732	0.8402056854564859	1.6658581546521782	277.5	277.5	99.818	100	278	100	100	100	50
Zymo	Genus	Penicillium	Cutadapt	SE	1	1	1	1736	1.6447025608473629	1.6447025608473629	228	228	100	100	228	100	100	100	100
Zymo	Genus	Penicillium	ITSxpress	PE	1	1	1	1726	4.410599749571972	4.410599749571972	160	160	100	100	160	100	100	100	100
Zymo	Genus	Penicillium	ITSxpress	SE	1	1	1	1729	4.213784363423669	4.213784363423669	160	160	100	100	160	100	100	100	100
Zymo	Genus	Rhizoplaca	Cutadapt	PE	1	1	1	163	0.1581449500339575	0.1581449500339575	517	517	NA	NA	NA	100	100	0	NA
Zymo	Genus	Rhizoplaca	Cutadapt	SE	1	2	2	170	0.08052979128572917	0.15442771740675124	262	262	NA	NA	NA	100	100	0	NA
Zymo	Genus	Rhizoplaca	ITSxpress	PE	1	4	4	3839	2.45253366723737	4.574144583855058	208	208.25	NA	NA	NA	100	100	0	NA
Zymo	Genus	Saccharomyces	Cutadapt	PE	1	1	1	3167	3.0726690598622297	3.0726690598622297	328	328	NA	NA	NA	100	100	0	NA
Zymo	Genus	Saccharomyces	Cutadapt	SE	1	1	1	3185	3.017498649941734	3.017498649941734	228	228	NA	NA	NA	100	100	0	NA
Zymo	Genus	Saccharomyces	ITSxpress	PE	1	1	1	3091	7.898704418265913	7.898704418265913	233	233	NA	NA	NA	100	100	0	NA
Zymo	Genus	Saccharomyces	ITSxpress	SE	1	1	1	3098	7.5502047182686685	7.5502047182686685	173	173	NA	NA	NA	100	100	0	NA
Zymo	Genus	Tilletiopsis	Cutadapt	PE	1	1	1	1845	1.7900456000776173	1.7900456000776173	341	341	NA	NA	NA	100	100	0	NA
Zymo	Genus	Tilletiopsis	Cutadapt	SE	1	1	1	1849	1.7517598127919205	1.7517598127919205	228	228	NA	NA	NA	100	100	0	NA
Zymo	Genus	Tilletiopsis	ITSxpress	PE	1	1	1	1842	4.707024761710066	4.707024761710066	246	246	NA	NA	NA	100	100	0	NA
Zymo	Genus	Tilletiopsis	ITSxpress	SE	1	1	1	1843	4.4916162994735815	4.4916162994735815	173	173	NA	NA	NA	100	100	0	NA
Zymo	Species	Ascomycota_p	Cutadapt	PE	1	38	38	59231	1.5122834251632769	21.897739400407488	393.5	384.57894736842104	NA	NA	NA	0	0	0	NA
Zymo	Species	Ascomycota_p	Cutadapt	SE	1	22	22	49002	2.110225044162193	21.430398575096397	301	299.72727272727275	NA	NA	NA	0	0	0	NA
Zymo	Species	Ascomycota_p	ITSxpress	SE	1	4	4	5706	3.476554883992981	8.239910313901346	170	170.75	NA	NA	NA	0	0	0	NA
Zymo	Species	Boeremia_lycopersici	Cutadapt	SE	1	1	1	138	0.1307424846756544	0.1307424846756544	261	261	99.6	100	250	0	0	100	0
Zymo	Species	Cladosporium_angustisporum	Cutadapt	SE	1	1	1	1436	1.3604797680742011	1.3604797680742011	228	228	99.561	100	228	0	0	100	100
Zymo	Species	Cladosporium_angustisporum	ITSxpress	PE	1	1	1	1426	3.6439833388700076	3.6439833388700076	148	148	99.324	100	148	0	0	100	100
Zymo	Species	Cladosporium_angustisporum	ITSxpress	SE	1	1	1	1427	3.477773445116007	3.477773445116007	148	148	99.324	100	148	0	0	100	100
Zymo	Species	Cladosporium_colombiae	Cutadapt	PE	1	1	1	1403	1.361210827592898	1.361210827592898	281	281	99.644	100	281	0	0	100	100
Zymo	Species	Cutaneotrichosporon_debeurmannianum	Cutadapt	PE	1	3	3	11038	3.569742246369781	10.476375278936645	280	280	99.643	100	280	100	100	100	0
Zymo	Species	Cutaneotrichosporon_debeurmannianum	Cutadapt	SE	1	1	1	11100	10.516243332606987	10.516243332606987	228	228	100	100	228	100	100	100	0
Zymo	Species	Cutaneotrichosporon_debeurmannianum	ITSxpress	PE	1	1	1	11035	28.198706973653948	28.198706973653948	165	165	100	100	165	100	100	100	0
Zymo	Species	Cutaneotrichosporon_debeurmannianum	ITSxpress	SE	1	1	1	11042	26.91070384090466	26.91070384090466	165	165	100	100	165	100	100	100	0
Zymo	Species	Debaryomyces_delbrueckii	Cutadapt	PE	1	2	2	4149	2.01270980886776	3.9419811778403027	352	352	99.858	100	352	100	100	100	0
Zymo	Species	Debaryomyces_delbrueckii	Cutadapt	SE	1	2	2	4170	1.9753484097734746	3.8673248003334884	228	228	99.7805	100	228	100	100	100	0
Zymo	Species	Debaryomyces_delbrueckii	ITSxpress	PE	1	2	2	4141	5.290930927861396	10.359543096619221	257	257	99.8055	100	257	100	100	100	0
Zymo	Species	Debaryomyces_delbrueckii	ITSxpress	SE	1	2	2	4146	5.05215441606551	9.892279196724507	173	173	99.711	100	173	100	100	100	0
Zymo	Species	Didymellaceae_f	Cutadapt	PE	1	1	1	137	0.1329193751819152	0.1329193751819152	280	280	NA	NA	NA	0	0	0	NA
Zymo	Species	Epicoccum_pimprinum	ITSxpress	PE	1	1	1	137	0.3500881608872307	0.3500881608872307	154	154	100	100	154	100	100	100	100
Zymo	Species	Epicoccum_pimprinum	ITSxpress	SE	1	1	1	137	0.33388574770910506	0.33388574770910506	154	154	100	100	154	100	100	100	100
Zymo	Species	Fungi_k	Cutadapt	PE	1	18	18	7779	0.41929433071375444	4.200058212865043	244.5	244	NA	NA	NA	0	0	0	NA
Zymo	Species	Fungi_k	Cutadapt	SE	1	41	41	20801	0.48066002540443403	10.706672603765005	301	260.5365853658537	NA	NA	NA	0	0	0	NA
Zymo	Species	Kazachstania_servazzii	Cutadapt	PE	1	2	2	5209	2.526923450082468	4.81808479674008	336	336	NA	NA	NA	100	100	0	NA
Zymo	Species	Kazachstania_servazzii	Cutadapt	SE	1	2	2	5223	2.4741594110903735	4.714308722797511	228	228	99.7805	100	228	100	100	100	0
Zymo	Species	Kazachstania_servazzii	ITSxpress	PE	1	2	2	5194	6.636342728643344	12.63894922443973	241	241	99.79249999999999	100	241	100	100	100	0
Zymo	Species	Kazachstania_servazzii	ITSxpress	SE	1	2	2	5198	6.334080717488789	12.058880873464613	173	173	99.711	100	173	100	100	100	0
Zymo	Species	Lecanorales_o	Cutadapt	PE	1	2	2	439	0.2129620646162802	0.24546424759871932	368	368	NA	NA	NA	0	0	0	NA
Zymo	Species	Lecanorales_o	Cutadapt	SE	1	1	1	2	0.0018948186184877453	0.0018948186184877453	301	301	NA	NA	NA	0	0	0	NA
Zymo	Species	Lecanoromycetes_c	Cutadapt	PE	1	1	1	64	0.06209372271271951	0.06209372271271951	398	398	NA	NA	NA	0	0	0	NA
Zymo	Species	Lecanoromycetes_c	Cutadapt	SE	1	1	1	7	0.006631865164707109	0.006631865164707109	301	301	NA	NA	NA	0	0	0	NA
Zymo	Species	Mucor_circinelloides	Cutadapt	PE	1	2	2	2561	1.2423595614630836	1.9879693412244108	281	281	99.46600000000001	100	281	100	100	100	0
Zymo	Species	Mucor_circinelloides	Cutadapt	SE	1	2	2	2568	1.2164735530691324	1.9431364932591826	229	229	99.5635	100	229	100	100	100	0
Zymo	Species	Mucor_circinelloides	ITSxpress	PE	1	2	2	2550	3.2581197454833513	5.207880816702016	184	184	99.457	100	184	100	100	50	0
Zymo	Species	Mucor_circinelloides	ITSxpress	SE	1	2	2	2554	3.1122051082082276	4.9668551374536944	174	174	100	100	174	100	100	50	0
Zymo	Species	Nigrospora_g	Cutadapt	PE	1	2	2	4153	2.0146502377025324	3.926457747162123	274.5	274.5	NA	NA	NA	0	100	0	NA
Zymo	Species	Nigrospora_g	Cutadapt	SE	1	1	1	4164	3.945012363691486	3.945012363691486	228	228	NA	NA	NA	0	100	0	NA
Zymo	Species	Nigrospora_g	ITSxpress	PE	1	1	1	4152	10.609971124115198	10.609971124115198	153	153	NA	NA	NA	0	100	0	NA
Zymo	Species	Nigrospora_g	ITSxpress	SE	1	1	1	4152	10.118931565607332	10.118931565607332	153	153	NA	NA	NA	0	100	0	NA
Zymo	Species	Penicillium_brevicompactum	Cutadapt	PE	1	2	2	1732	0.8402056854564859	1.6658581546521782	277.5	277.5	99.818	100	278	100	100	100	50
Zymo	Species	Penicillium_patris-mei	Cutadapt	SE	1	1	1	1736	1.6447025608473629	1.6447025608473629	228	228	100	100	228	100	100	100	100
Zymo	Species	Penicillium_patris-mei	ITSxpress	PE	1	1	1	1726	4.410599749571972	4.410599749571972	160	160	100	100	160	100	100	100	100
Zymo	Species	Penicillium_patris-mei	ITSxpress	SE	1	1	1	1729	4.213784363423669	4.213784363423669	160	160	100	100	160	100	100	100	100
Zymo	Species	Rhizoplaca_novomexicana	Cutadapt	PE	1	1	1	163	0.1581449500339575	0.1581449500339575	517	517	NA	NA	NA	100	100	0	NA
Zymo	Species	Rhizoplaca_novomexicana	Cutadapt	SE	1	2	2	170	0.08052979128572917	0.15442771740675124	262	262	NA	NA	NA	100	100	0	NA
Zymo	Species	Rhizoplaca_novomexicana	ITSxpress	PE	1	4	4	3839	2.45253366723737	4.574144583855058	208	208.25	NA	NA	NA	100	100	0	NA
Zymo	Species	Saccharomyces_cerevisiae	Cutadapt	PE	1	1	1	3167	3.0726690598622297	3.0726690598622297	328	328	NA	NA	NA	100	100	0	NA
Zymo	Species	Saccharomyces_cerevisiae	Cutadapt	SE	1	1	1	3185	3.017498649941734	3.017498649941734	228	228	NA	NA	NA	100	100	0	NA
Zymo	Species	Saccharomyces_cerevisiae	ITSxpress	PE	1	1	1	3091	7.898704418265913	7.898704418265913	233	233	NA	NA	NA	100	100	0	NA
Zymo	Species	Saccharomyces_cerevisiae	ITSxpress	SE	1	1	1	3098	7.5502047182686685	7.5502047182686685	173	173	NA	NA	NA	100	100	0	NA
Zymo	Species	Tilletiopsis_washingtonensis	Cutadapt	PE	1	1	1	1845	1.7900456000776173	1.7900456000776173	341	341	NA	NA	NA	100	100	0	NA
Zymo	Species	Tilletiopsis_washingtonensis	Cutadapt	SE	1	1	1	1849	1.7517598127919205	1.7517598127919205	228	228	NA	NA	NA	100	100	0	NA
Zymo	Species	Tilletiopsis_washingtonensis	ITSxpress	PE	1	1	1	1842	4.707024761710066	4.707024761710066	246	246	NA	NA	NA	100	100	0	NA
Zymo	Species	Tilletiopsis_washingtonensis	ITSxpress	SE	1	1	1	1843	4.4916162994735815	4.4916162994735815	173	173	NA	NA	NA	100	100	0	NA
